epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,1488.42,0.26894,0.16789,0.79114,0.99864,0.99062,0.99262,0.96156,0.2936,0.16241,0.8059,7.63174e-05,7.63174e-05,7.63174e-05
127,1500.16,0.27519,0.16707,0.79745,0.99923,0.99072,0.99271,0.96656,0.29491,0.15727,0.80516,7.12282e-05,7.12282e-05,7.12282e-05
128,1511.89,0.26701,0.16719,0.79496,0.99813,0.99043,0.99262,0.96505,0.28739,0.16131,0.80454,6.63292e-05,6.63292e-05,6.63292e-05
129,1523.6,0.27837,0.17165,0.79487,0.99844,0.99138,0.99271,0.96665,0.28988,0.16104,0.80549,6.16227e-05,6.16227e-05,6.16227e-05
130,1535.38,0.26439,0.16273,0.79069,0.99813,0.99138,0.99271,0.95985,0.28718,0.16009,0.80504,5.71106e-05,5.71106e-05,5.71106e-05
131,1547.09,0.27405,0.16763,0.79286,0.99793,0.99138,0.99262,0.96055,0.28858,0.16016,0.80521,5.2795e-05,5.2795e-05,5.2795e-05
132,1558.79,0.27939,0.17109,0.7989,0.99724,0.99138,0.99262,0.96118,0.29687,0.1647,0.80568,4.86777e-05,4.86777e-05,4.86777e-05
133,1570.47,0.26258,0.16538,0.79462,0.99627,0.99134,0.9925,0.96552,0.28757,0.16322,0.80425,4.47606e-05,4.47606e-05,4.47606e-05
134,1582.23,0.26273,0.16399,0.79726,0.99602,0.99065,0.99247,0.96629,0.2889,0.16039,0.80416,4.10454e-05,4.10454e-05,4.10454e-05
135,1593.88,0.26468,0.16308,0.79591,0.99668,0.99138,0.99258,0.96296,0.2891,0.15869,0.80482,3.75337e-05,3.75337e-05,3.75337e-05
136,1605.98,0.22869,0.13689,0.77337,0.99622,0.99068,0.99258,0.96469,0.28775,0.15728,0.80481,3.4227e-05,3.4227e-05,3.4227e-05
137,1617.74,0.22536,0.13631,0.76707,0.99617,0.99079,0.99267,0.96437,0.28606,0.1587,0.80478,3.11268e-05,3.11268e-05,3.11268e-05
138,1629.47,0.22821,0.1385,0.77046,0.99655,0.99138,0.99267,0.96701,0.2844,0.15887,0.80449,2.82345e-05,2.82345e-05,2.82345e-05
139,1641.28,0.22797,0.13685,0.77004,0.99685,0.99138,0.99262,0.96185,0.28567,0.15923,0.80464,2.55513e-05,2.55513e-05,2.55513e-05
140,1653.03,0.22733,0.13785,0.77054,0.99727,0.99138,0.99262,0.96198,0.2857,0.15706,0.80483,2.30784e-05,2.30784e-05,2.30784e-05
141,1664.92,0.22684,0.13588,0.76607,0.99715,0.99138,0.99267,0.96404,0.28407,0.15758,0.80449,2.08169e-05,2.08169e-05,2.08169e-05
142,1676.93,0.22523,0.1357,0.77377,0.99702,0.99138,0.99262,0.96265,0.28534,0.15668,0.8046,1.87678e-05,1.87678e-05,1.87678e-05
143,1688.77,0.22512,0.13559,0.76741,0.99684,0.99135,0.99258,0.96103,0.28604,0.15733,0.80435,1.6932e-05,1.6932e-05,1.6932e-05
144,1700.7,0.22085,0.1353,0.77301,0.99688,0.99138,0.99267,0.96402,0.28539,0.15767,0.80455,1.53102e-05,1.53102e-05,1.53102e-05
145,1712.6,0.22552,0.13365,0.77102,0.99645,0.99138,0.99258,0.96703,0.28603,0.15655,0.80471,1.39032e-05,1.39032e-05,1.39032e-05
146,1724.53,0.2247,0.13574,0.77622,0.9967,0.99138,0.99267,0.96584,0.28673,0.1599,0.80503,1.27117e-05,1.27117e-05,1.27117e-05
147,1736.37,0.22264,0.13554,0.77065,0.99604,0.99138,0.99262,0.96645,0.28843,0.15776,0.80536,1.1736e-05,1.1736e-05,1.1736e-05
148,1748.23,0.22362,0.13557,0.7689,0.9967,0.99138,0.99262,0.96632,0.2874,0.15834,0.80507,1.09768e-05,1.09768e-05,1.09768e-05
149,1760.03,0.22314,0.13533,0.77076,0.99676,0.99138,0.99267,0.96384,0.28562,0.15652,0.80505,1.04342e-05,1.04342e-05,1.04342e-05
150,1771.85,0.22044,0.13374,0.77615,0.99688,0.99138,0.99267,0.96434,0.28586,0.1553,0.80506,1.01086e-05,1.01086e-05,1.01086e-05
